"region";"boligtype";"kvartal";"statistikkvariabel";"07221: Prisindeks for brukte boliger, etter region, boligtype, kvartal og statistikkvariabel"
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1996K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1997K1";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1997K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1997K2";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1997K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1997K3";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1997K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1997K4";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1997K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1998K1";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1998K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1998K2";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1998K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1998K3";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1998K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1998K4";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1998K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1999K1";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1999K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1999K2";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1999K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1999K3";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1999K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1999K4";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1999K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2000K1";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2000K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2000K2";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2000K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2000K3";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2000K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2000K4";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2000K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2001K1";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2001K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2001K2";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2001K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2001K3";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2001K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2001K4";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2001K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2002K1";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2002K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2002K2";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2002K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2002K3";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2002K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2002K4";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2002K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2003K1";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2003K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2003K2";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2003K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2003K3";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2003K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2003K4";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2003K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2004K1";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2004K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2004K2";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2004K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2004K3";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2004K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2004K4";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2004K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2005K1";"Prisindeks for brukte boliger";53,6
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2005K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2005K2";"Prisindeks for brukte boliger";54
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2005K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2005K3";"Prisindeks for brukte boliger";54,8
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2005K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2005K4";"Prisindeks for brukte boliger";59,2
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2005K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2006K1";"Prisindeks for brukte boliger";60
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2006K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2006K2";"Prisindeks for brukte boliger";64,9
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2006K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2006K3";"Prisindeks for brukte boliger";68,1
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2006K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2006K4";"Prisindeks for brukte boliger";70,7
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2006K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2007K1";"Prisindeks for brukte boliger";76,5
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2007K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2007K2";"Prisindeks for brukte boliger";78,4
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2007K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2007K3";"Prisindeks for brukte boliger";79,8
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2007K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2007K4";"Prisindeks for brukte boliger";78,5
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2007K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2008K1";"Prisindeks for brukte boliger";81,7
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2008K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2008K2";"Prisindeks for brukte boliger";82,5
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2008K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2008K3";"Prisindeks for brukte boliger";80,8
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2008K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2008K4";"Prisindeks for brukte boliger";75,4
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2008K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2009K1";"Prisindeks for brukte boliger";77
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2009K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2009K2";"Prisindeks for brukte boliger";79
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2009K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2009K3";"Prisindeks for brukte boliger";82,1
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2009K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2009K4";"Prisindeks for brukte boliger";83,1
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2009K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2010K1";"Prisindeks for brukte boliger";84,1
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2010K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2010K2";"Prisindeks for brukte boliger";86,3
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2010K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2010K3";"Prisindeks for brukte boliger";87,4
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2010K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2010K4";"Prisindeks for brukte boliger";88,7
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2010K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2011K1";"Prisindeks for brukte boliger";92,1
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2011K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2011K2";"Prisindeks for brukte boliger";92,3
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2011K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2011K3";"Prisindeks for brukte boliger";93,2
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2011K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2011K4";"Prisindeks for brukte boliger";94
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2011K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2012K1";"Prisindeks for brukte boliger";96,8
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2012K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2012K2";"Prisindeks for brukte boliger";97,7
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2012K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2012K3";"Prisindeks for brukte boliger";99,2
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2012K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2012K4";"Prisindeks for brukte boliger";101
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2012K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2013K1";"Prisindeks for brukte boliger";103,5
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2013K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2013K2";"Prisindeks for brukte boliger";102,1
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2013K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2013K3";"Prisindeks for brukte boliger";100,4
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2013K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2013K4";"Prisindeks for brukte boliger";100,2
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2013K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2014K1";"Prisindeks for brukte boliger";100,2
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2014K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2014K2";"Prisindeks for brukte boliger";99,1
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2014K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2014K3";"Prisindeks for brukte boliger";101,4
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2014K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2014K4";"Prisindeks for brukte boliger";100,2
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2014K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2015K1";"Prisindeks for brukte boliger";101,8
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2015K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2015K2";"Prisindeks for brukte boliger";100,6
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2015K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2015K3";"Prisindeks for brukte boliger";99,6
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2015K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2015K4";"Prisindeks for brukte boliger";98
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2015K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2016K1";"Prisindeks for brukte boliger";99,1
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2016K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2016K2";"Prisindeks for brukte boliger";100
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2016K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2016K3";"Prisindeks for brukte boliger";101,7
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2016K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2016K4";"Prisindeks for brukte boliger";99,6
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2016K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2017K1";"Prisindeks for brukte boliger";102
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2017K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2017K2";"Prisindeks for brukte boliger";101,7
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2017K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2017K3";"Prisindeks for brukte boliger";101,3
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"2017K3";"Prisindeks for brukte boliger, sesongjustert";..
